id,card_id,user_id,card_number,exp_month,exp_year,customer_id,email,address_city,address_country,address_state,address_zip,name_on_card
2853,90371d6c-6319-460c-a782-83fac413bf3a,9103,6503169563173235,12,2023,098c4690-2798-451f-8012-be4d9d1c16a3,robert7825@example.com,Phoenix,USA,New York,16512,Robert Rodriguez
2854,a7b9d692-3412-4508-a0af-54975d0c3cba,6158,8003171418854896,11,2029,22a5bb20-052f-4633-8421-3efef0c24d0a,john2258@example.com,Phoenix,USA,Texas,32534,John Rodriguez
2855,bef52a3b-08e7-44c7-bada-aab24e445cb1,3331,3527265964357654,03,2029,60707fa2-c6d3-4f8a-8f88-e270fe7b9992,michael2298@example.com,Houston,USA,Illinois,13927,Michael Davis
2856,99136921-f9ea-4991-990f-a65d180e79a3,3321,8821687002357737,03,2023,e89a49cc-56a4-4f48-8669-40cd49c8c284,elizabeth5475@example.com,New York,USA,Florida,58360,Elizabeth Johnson
2857,1597d64f-8768-4dc4-9aa8-aa1a442f216f,9744,8136250060133118,01,2029,e2c04404-2bbd-4709-a608-b510a1f61210,jennifer1670@example.com,Phoenix,USA,Florida,75047,Jennifer Miller
2858,a538fb66-0ad0-4d69-b155-ffcbabfb689a,4602,3091598384112977,01,2030,21833842-40ea-464b-a8e5-6533ef0fedef,james9116@example.com,Phoenix,USA,New York,11630,James Johnson
2859,45f3155c-ad0e-4eeb-89c9-baedfd218767,6387,0328226957600191,08,2029,65b91610-ca93-430c-bc8f-59ce498a3c3b,james4461@example.com,New York,USA,California,15919,James Williams
2860,3a9b0341-779c-42b2-9f6c-8bcb718dd4a1,2704,8909802989870913,09,2029,8fb4411f-78bc-43a8-a477-23c4b0268b3f,william3811@example.com,Houston,USA,Illinois,30049,William Martinez
2861,3677fb61-9f68-49ea-b46b-d9f806a3ddea,1099,3193750889139390,01,2026,81545ad5-7da6-4a6a-a208-f03c6781c662,john9925@example.com,Los Angeles,USA,California,63423,John Garcia
2862,9c39e3ef-71a3-4b37-bd21-4821b97e2fd5,7541,1092275178685532,07,2030,3d74fb1f-31b5-47b6-8284-87c605e0457e,john8679@example.com,Houston,USA,Texas,37102,John Williams
2863,b060f92b-27b8-4211-a38d-23c26f82cfb9,8384,4531823056424231,07,2030,a69d61bf-925e-4697-bf51-3990baff3d8d,linda2467@example.com,Houston,USA,Florida,76393,Linda Davis
2864,788bb621-0d58-49bb-97d2-86770c9c8931,2271,3235528844621266,07,2027,c4c63c84-fd07-4397-bbb3-2ec8eb0e5f2b,linda8355@example.com,Houston,USA,Texas,53826,Linda Brown
2865,690b3b4a-2585-4f1d-817a-0b17089bbdac,2329,0935538624465464,11,2023,761cad79-4e17-48ba-a6ed-a3051c27b0f5,michael9420@example.com,Houston,USA,Florida,66129,Michael Jones
2866,c3d5821d-dbb0-4255-bc2b-8caea6e720a4,8267,4813812608602899,01,2025,97956035-5a5f-478e-ad05-3036f6e714a1,robert1166@example.com,New York,USA,California,16958,Robert Davis
2866,c3d5821d-dbb0-4255-bc2b-8caea6e720a4,9498,4813812608602899,01,2025,97956035-5a5f-478e-ad05-3036f6e714a1,robert1166@example.com,New York,USA,California,16958,Robert Davis
2867,4ce621dd-76e1-4c10-a17a-18ef0eca9d59,3403,2225276847991575,02,2023,6950a992-aeff-4a28-9c95-b51ff2c21f02,robert2377@example.com,Los Angeles,USA,Texas,78472,Robert Brown
2868,34544102-b836-4620-b9f4-200db36abc48,4800,3689295858482970,01,2024,bcb1899a-6620-42aa-9dff-2e1475b1bf4e,michael4017@example.com,Chicago,USA,California,52899,Michael Davis
2869,355ce86b-1023-493f-bae8-aea2d682b23e,9793,0939178781922977,03,2026,3259a951-8a7e-4075-878c-6e74735f656a,john3488@example.com,Chicago,USA,New York,74324,John Davis
2870,39ff5b48-b77f-414f-86e8-299b4ecb47d2,2499,7114124570610997,04,2025,d8594fab-d8c4-471f-aac4-b1370f38d100,linda9279@example.com,Houston,USA,New York,34560,Linda Rodriguez
2871,06f94e33-ca6f-4672-acd4-bf22f04f247b,7174,1299721632650269,08,2023,859bf9eb-6170-48f8-9391-a7a756f071d0,james7958@example.com,Los Angeles,USA,Texas,63291,James Brown
2872,e4fc3e79-144c-4c26-92cb-fba12b628dde,4983,3282804739111023,07,2025,9d45016d-f750-4f15-b491-dedc26a9b93b,elizabeth5271@example.com,New York,USA,Texas,61313,Elizabeth Davis
2873,ca9b2faf-67b5-4847-aa9d-467f03ebd633,4325,3820606898366431,06,2030,72d3386b-bcd7-4434-8a13-6bdb7a2f2253,elizabeth2419@example.com,Chicago,USA,Texas,34232,Elizabeth Garcia
2874,1bd8af16-4380-4662-a764-5b19f6fcc453,4677,3892931080357440,01,2029,91042e55-a15a-403e-a961-83979da8daff,jennifer6845@example.com,Los Angeles,USA,Florida,99011,Jennifer Smith
2875,d3dd36f5-ad7f-4abe-ba31-b0af8aa07382,2316,5811268169902919,06,2026,9d297ff3-996c-4f63-af8c-b29a7940924d,elizabeth4426@example.com,Phoenix,USA,Florida,55227,Elizabeth Smith
2876,a58b64a7-de57-45d4-9f78-55005fc3b14f,5735,5062011584407467,06,2027,50fec6c9-c1c4-4faf-8b31-ee49eec8eab0,william9373@example.com,Los Angeles,USA,California,37361,William Miller
2877,9ac68a17-9d6f-4c97-bd27-bf522f0c9151,3215,4094506493784858,05,2029,751915b6-db65-4852-8775-7e05e8cdafd2,linda8587@example.com,New York,USA,Texas,48473,Linda Brown
2878,61203c42-1a7d-4a68-b307-a1ec5a4459f0,5891,4259922627051495,06,2028,1ca97a13-e151-4ea6-944d-635e81b6dec8,william1547@example.com,New York,USA,Illinois,92990,William Williams
2879,44e369c2-c86e-4a5f-a28f-1d3ff1ac1350,5553,7237793446637287,08,2025,8c827854-d431-4cb0-94cb-587be0e81e2a,michael9029@example.com,Houston,USA,Illinois,91229,Michael Miller
2880,8934fb2d-8cbd-4726-832e-3ccbd90c0773,8664,2409160208460190,07,2027,768456d2-623e-41be-8344-001309886f53,james9329@example.com,Houston,USA,New York,82698,James Smith
2881,ad9a5442-8209-4182-870e-bf9d49d4e94e,6033,9864475339487147,04,2024,9e2b8319-83ea-404c-b369-8a1f8d965d16,mary8742@example.com,Houston,USA,Texas,38343,Mary Rodriguez
2882,6b926a25-afdd-436d-9cde-c1cb3f489c29,6214,4764140898040585,06,2027,19c59b3f-6254-410d-8402-d312807c10f9,james1539@example.com,Phoenix,USA,California,71413,James Davis
2882,6b926a25-afdd-436d-9cde-c1cb3f489c29,5391,4764140898040585,06,2027,19c59b3f-6254-410d-8402-d312807c10f9,james1539@example.com,Phoenix,USA,California,71413,James Davis
2883,bbf9f72c-0273-4c29-845e-a5fbfa8df0b1,7988,5732807899410089,04,2026,2b19348c-0a28-44ba-92e1-77caf01e473f,william7517@example.com,Los Angeles,USA,Texas,53205,William Davis
2884,3eef1566-e5ae-4dfd-8710-4de903660705,1884,3319234416445734,04,2030,7f45926d-2e0e-42e6-8dc8-fb27d15aa3a7,robert7549@example.com,Phoenix,USA,New York,20505,Robert Martinez
2885,99c092e8-a611-4e24-b797-7837aa9cc297,7241,2021443158950156,08,2029,cb0be300-84b0-4793-91e6-09cb2ea955d9,john7361@example.com,Houston,USA,New York,45062,John Martinez
2886,439d0d0e-75f1-429b-aafa-6b8d401f0a6a,7547,5070561640323539,10,2025,1dc4b511-ed0f-4d50-b3a1-7cf93b0de9b6,linda5958@example.com,Houston,USA,California,73908,Linda Jones
2887,69e77180-f760-4c13-92f5-acd6ebbd523e,3359,6633766181072296,09,2023,872116a1-e266-4490-9e48-6c2b10bdfb6e,michael5861@example.com,Houston,USA,New York,23727,Michael Smith
2888,a90c3791-d04e-4c5d-a43f-6138a072bdc8,2551,7901911087579971,01,2029,65d78ebf-e287-4024-8a8d-c4bc1091a74c,jennifer4682@example.com,Phoenix,USA,Florida,74176,Jennifer Brown
2889,2cdad9fb-bea1-4c0c-9d98-20909b4afe98,7900,5963975176639532,10,2028,ec8d54ab-5cf4-428b-856b-a3136aa2eb8a,james7629@example.com,Houston,USA,California,84506,James Johnson
2890,e1491401-2dbc-4731-bcae-5a3d3ff4ed04,4300,7019210623882595,09,2025,f5b0f86d-7639-4ddd-8f1e-1093e64ac818,elizabeth5921@example.com,Phoenix,USA,California,42799,Elizabeth Rodriguez
2891,307e0839-0f60-4d7e-b575-6a12dbf426cc,3791,4229766325687015,10,2023,5ac5cc47-4b4f-4995-aef4-3643b4bbf934,mary9233@example.com,Houston,USA,Florida,40652,Mary Martinez
2892,8c244ac2-b5a8-49ce-a9f9-ff8dfb1eca26,9288,9393791163741433,06,2030,c25315dd-fe31-4cdf-b47b-fc1bfb6a96cb,jennifer1183@example.com,New York,USA,New York,55720,Jennifer Martinez
2893,00ad24cf-50bc-4465-b672-fac7ad9e9b3d,3204,4465409141129688,01,2026,bd0b3bec-3f62-4933-91f1-afe92c1ca935,michael2886@example.com,Houston,USA,California,15575,Michael Jones
2894,a1c30d7f-0905-4e6a-81db-c310e32b0360,2073,3635011749212861,12,2025,984f2d3c-ac7c-4338-a593-ffcc2792e695,patricia7653@example.com,Phoenix,USA,Florida,95427,Patricia Miller
2895,378b5876-971a-4658-9b03-19725cd55502,2238,3538967640289355,08,2026,9a68571e-b5af-40f5-adca-0f470bc5e6c6,jennifer5785@example.com,Phoenix,USA,Florida,89053,Jennifer Smith
2896,8de56e4b-d6d6-44f3-b305-0815cb1ab3a5,9384,9601548635942786,10,2029,86e6fbe5-1bcc-4a4e-99d9-4c0e2747ad33,mary7400@example.com,Los Angeles,USA,California,43718,Mary Miller
2897,fc407652-4d72-499f-8000-1df000e922ab,6766,6670993780143589,02,2023,d44d2190-64c1-4bcd-82de-c8b54c752af2,michael6078@example.com,Houston,USA,California,76319,Michael Williams
2897,fc407652-4d72-499f-8000-1df000e922ab,9794,6670993780143589,02,2023,d44d2190-64c1-4bcd-82de-c8b54c752af2,michael6078@example.com,Houston,USA,California,76319,Michael Williams
2898,cb23539d-f48a-4ac0-bb36-9cfcb7997c16,2634,4487183098343236,04,2027,df890419-a50e-4de3-8a31-91fcb209a253,michael7991@example.com,Chicago,USA,Texas,86613,Michael Davis
2899,9daa3ebd-3a11-4d89-a169-9488ef35c320,7507,0919739885339635,10,2030,4b1885ec-a16e-42ea-bc3a-42790d9fa5ce,michael7469@example.com,Los Angeles,USA,Florida,63783,Michael Martinez
2900,ffcd4397-4cbc-474a-a345-c64ab6de02c9,5401,6032993540293762,03,2030,93b09acd-d606-48ad-aa8c-db85784b2ba5,michael6282@example.com,Phoenix,USA,Florida,77483,Michael Williams
2901,f07581c3-0453-48a6-bff2-fc3e577ce626,7555,3985267104449620,10,2025,5c393d5f-4139-44dc-81ec-14abdd1ca924,james8947@example.com,Chicago,USA,California,95695,James Garcia
2902,7f0a34d9-2743-46ea-b552-dd8f4b98d5a8,1221,2562983099980232,04,2024,60d97103-418d-4445-97a4-8c81aecc72fc,elizabeth8031@example.com,Phoenix,USA,Florida,14902,Elizabeth Smith
2903,933099ab-d204-4f7b-9297-381814a9d2fc,4522,0988069522969329,10,2024,d8324d6c-9af7-4b95-9025-3ad3ce36aba7,william3049@example.com,Houston,USA,Texas,83207,William Smith
2904,cf439552-10e2-4491-8840-7ec1eec9f61c,2441,5402164279585547,01,2024,6e57a6ab-c873-443f-aeb4-43478492f7cd,michael2141@example.com,New York,USA,California,88692,Michael Johnson
2905,b8da6c27-6b07-4b1c-b7ef-7c8f3decf6b7,1726,9689193861662049,02,2030,39996dc8-2331-404f-ab06-5d575ecdca34,william7971@example.com,New York,USA,California,70804,William Jones
2906,e515a05c-91c5-4017-a309-859a2fd96d33,6278,5978997803998332,08,2024,79e68524-7f34-42c1-88ed-d620cdfb0116,william1875@example.com,Los Angeles,USA,Illinois,55369,William Miller
2907,228307c7-0006-46cb-9590-2e207a27548f,8269,7605452234923609,05,2028,29ea0d34-941b-4b0d-9484-9643bd179156,elizabeth1773@example.com,Chicago,USA,Texas,64624,Elizabeth Miller
2908,8f82aae9-1a57-4775-9adb-95cd45c0e438,1539,8090434526795836,09,2026,7168636b-82c9-49cb-abf4-5a2216acb762,mary7246@example.com,Los Angeles,USA,Florida,15385,Mary Brown
2909,cef2b056-c4a3-4d5c-84bd-00f082de21b4,4174,2044408576875304,11,2025,0cfe6118-951b-4aab-a46d-8c9e0d597efd,william3735@example.com,New York,USA,Florida,72045,William Jones
2910,2f5371af-bfd5-45e7-a1b0-080f45be0ef0,9295,8776240765561925,03,2030,3217782d-3b30-4d7b-be14-1b923621466f,elizabeth6356@example.com,Phoenix,USA,Illinois,29451,Elizabeth Davis
2911,56325e56-6045-4633-a8b8-bb7a6bb05fa4,1586,9035150112385513,01,2024,09d9dbd0-0e05-440d-b083-35be6cadc2d6,linda9519@example.com,New York,USA,California,71031,Linda Brown
2912,716599df-ba88-4c0b-bd52-188327e32a44,4469,1144774801476365,08,2025,291fe00d-cf57-419a-993c-34024b554b50,linda2043@example.com,Los Angeles,USA,Texas,50489,Linda Davis
2913,d81c73c7-f9f2-442d-878b-a29d13eed6ee,6309,6850813357876404,06,2024,02c8c0ae-634a-4c62-9bbf-61e5368b4b2f,michael9524@example.com,Houston,USA,Florida,77500,Michael Williams
2914,50c551bd-0d1b-429c-bba8-15e749022f12,5033,1488327088596958,06,2029,3787ace5-9641-4006-89f4-0b06ef5147ca,robert6170@example.com,Chicago,USA,Illinois,20230,Robert Miller
2915,c9e6bc8c-38b0-4dfb-b020-c06953cb2c94,7254,0973914063995192,04,2023,e1870fcb-51d4-40bb-a9c6-3e23b47a11d4,james2145@example.com,Los Angeles,USA,Texas,42523,James Rodriguez
2916,f5f9b354-44d7-4882-822b-92d07af6952e,7033,5329142998858291,09,2027,cf10e6fb-d32d-443d-aace-3d3008acc6f5,patricia8070@example.com,New York,USA,Illinois,33780,Patricia Davis
2917,05d22833-0aab-4ac7-a82a-b35827ca1d3c,2422,2724157020021531,09,2025,a33b6aae-3037-4a25-81e1-f9ecc09f2b0e,robert2868@example.com,Phoenix,USA,California,26688,Robert Davis
2918,67193370-e29f-4bba-ae4c-3aa2ca9c7537,9844,6420243823889264,08,2029,51cf3bd1-0bdd-4459-b95f-346ab446802b,james9882@example.com,Phoenix,USA,Texas,58859,James Garcia
2918,67193370-e29f-4bba-ae4c-3aa2ca9c7537,8210,6420243823889264,08,2029,51cf3bd1-0bdd-4459-b95f-346ab446802b,james9882@example.com,Phoenix,USA,Texas,58859,James Garcia
2919,b02f84e5-f062-4c36-9209-92f50d394f1f,1955,3559322692072335,07,2030,e0c6624b-18fc-4ac6-ba13-5acf6d78b766,mary4302@example.com,Houston,USA,Illinois,78564,Mary Davis
2920,d98cf151-5093-4890-8240-40a797e02ee2,9469,5339782047972717,12,2026,55f75e6d-113e-4255-9341-0f2d022b9b23,elizabeth3680@example.com,Phoenix,USA,California,92735,Elizabeth Smith
2921,91a98a9a-aef3-48f0-b725-a98b95d86303,8753,0965380342601876,05,2029,307a2ff5-29e0-4244-a531-e76b7550abf5,elizabeth7716@example.com,Chicago,USA,Texas,52921,Elizabeth Miller
2922,01966097-f2cf-4c8c-9130-c88c9ad63492,8618,9321707074761714,11,2024,361c6ba5-fa72-410f-8fa2-9dcdaa5d8833,elizabeth2329@example.com,Los Angeles,USA,Illinois,31184,Elizabeth Smith
2923,dd64d634-aa10-4523-961f-6675f99a3963,6418,0239275354304185,07,2026,99389f4e-938c-4157-9e7d-b07557d11fba,patricia1991@example.com,Los Angeles,USA,New York,56362,Patricia Garcia
2924,132460dd-6678-4495-9b7b-825bdcd5aeea,7198,3650799872034735,03,2025,9eb4acd1-008f-43fe-ac85-bec0bbe5c975,john2508@example.com,Phoenix,USA,Texas,79390,John Davis
2925,a2de9b1f-a62e-4ce6-ac4f-babdcf2ca40b,2506,3724052804134601,05,2025,0529fe21-e48d-4c43-bbd5-d08bb8ad1521,elizabeth6499@example.com,Chicago,USA,New York,52949,Elizabeth Johnson
2926,9735f173-32f7-4e0b-a1b2-1687652fa8ee,4777,6568055485021051,07,2025,c95d5b37-d803-49d6-bff3-d48e6debb8aa,elizabeth9231@example.com,Phoenix,USA,New York,48749,Elizabeth Garcia
2927,cecb51c3-7657-4658-934a-8c93a13b5ce2,3698,6605270698785954,03,2029,927fd663-9ec6-44e6-a489-e790e2d99487,robert5742@example.com,Chicago,USA,New York,94670,Robert Rodriguez
2927,cecb51c3-7657-4658-934a-8c93a13b5ce2,7128,6605270698785954,03,2029,927fd663-9ec6-44e6-a489-e790e2d99487,robert5742@example.com,Chicago,USA,New York,94670,Robert Rodriguez
2928,23f0eaac-2a37-4fdf-920c-5489a703b970,4407,7586869959935191,03,2026,59460430-3be3-41c5-bf45-6f004c5cc71f,michael4070@example.com,Phoenix,USA,New York,59394,Michael Johnson
2929,b3e59413-cb3f-4e59-896f-aa9d6f92fc04,7780,8837003704101242,01,2028,4a6a9322-36d8-451b-9447-4aaca2013d23,michael4216@example.com,Los Angeles,USA,Illinois,53670,Michael Davis
2930,dc9dff52-b3b1-4be2-8511-c1f89e3cbead,9853,7103487339191448,05,2029,95d9af05-5fb7-48ec-91ac-a4117b1c72e5,mary2696@example.com,New York,USA,California,29476,Mary Garcia
2931,f9d79f70-2cb3-4841-be4f-ebc5b727f3f5,3872,4828514300788430,02,2029,d376b5bb-8504-4890-80a5-3a1bccdcc095,elizabeth3647@example.com,Los Angeles,USA,Florida,12692,Elizabeth Davis
2932,d43e87d8-5712-4b92-a2d5-6e8adc039656,7093,9209447062154169,02,2023,ea555567-f2cf-4e56-a7d3-b8796858001f,patricia8126@example.com,Los Angeles,USA,Texas,72012,Patricia Williams
2933,9e912edb-e49f-4f94-a457-33e409c6c453,3574,4747096811109720,03,2024,989fb391-a515-4056-ac82-1af654380ba4,john5681@example.com,New York,USA,New York,54457,John Miller
2933,9e912edb-e49f-4f94-a457-33e409c6c453,4399,4747096811109720,03,2024,989fb391-a515-4056-ac82-1af654380ba4,john5681@example.com,New York,USA,New York,54457,John Miller
2934,35b4c3a3-7764-4829-ae03-9ff4906cb6b3,6123,0980549760414144,07,2024,7c822411-17f3-449a-b3fb-903e8bbd3b1c,linda4886@example.com,Chicago,USA,Texas,69727,Linda Smith
2935,6b69c8b1-3559-47d8-a6d2-731cfb13de93,6187,0950823202812440,08,2026,2d4fae5a-70a3-4bf5-a9c6-62850bed6183,elizabeth6562@example.com,New York,USA,New York,65824,Elizabeth Davis
2935,6b69c8b1-3559-47d8-a6d2-731cfb13de93,2080,0950823202812440,08,2026,2d4fae5a-70a3-4bf5-a9c6-62850bed6183,elizabeth6562@example.com,New York,USA,New York,65824,Elizabeth Davis
2936,418eaa97-a02a-47a6-b18d-acf6fd7f3627,9927,9601514869653679,04,2030,2096947a-8e27-43dd-9eaa-3224e244139e,robert5655@example.com,Chicago,USA,Illinois,27437,Robert Martinez
2937,8ce587a8-af11-4b93-8024-337b52313cd0,8653,5707113310059483,03,2023,a80b84b4-98cc-4390-ba9d-8d4d55ffaa4f,john4224@example.com,Phoenix,USA,Florida,77403,John Miller
2938,58ff1754-e707-4a58-ab35-fe6034ae71ae,2287,2431772006128138,04,2023,43812af6-f728-4e38-88d7-d97cd8409625,mary5275@example.com,Los Angeles,USA,Florida,22661,Mary Johnson
2939,45a745bc-0f13-4601-a720-f9685079ec83,4750,3359917689281886,01,2029,6713420a-0763-4e2f-a836-a8b01c588770,john4842@example.com,Houston,USA,Florida,73456,John Jones
2940,6b6f0f86-3a7f-4d15-924e-3969457c3211,7043,1264917583003294,07,2027,8c724cb4-7b27-4dbd-9021-8d8619995e87,patricia5414@example.com,Los Angeles,USA,New York,42961,Patricia Rodriguez
2941,c15f7208-58a5-421b-ae19-2f1f9f39452f,8431,6923917172134804,01,2024,883fec18-b587-4624-9701-da678beeb02a,patricia6858@example.com,Los Angeles,USA,Florida,76297,Patricia Rodriguez
2942,6e726aa6-a403-4078-bb04-49bc1c658a77,3250,4394560005547949,06,2027,1fe679fb-ba43-4c53-82a9-8db29ab83516,john4876@example.com,Houston,USA,Illinois,99746,John Garcia
2943,597474d5-06c5-4941-93eb-523b706c04cd,8443,0049119597865261,08,2027,f25710df-ecc7-47cb-9d57-3be301e23e7a,elizabeth5420@example.com,Los Angeles,USA,Texas,20669,Elizabeth Jones
2944,66e094db-a104-4ce5-88c9-a382373a41ec,6320,5858244285614584,11,2023,3d53fe12-bd53-4c8a-bdc8-e0384a0a3c54,patricia9830@example.com,New York,USA,California,44403,Patricia Martinez
2945,31a4b18f-a931-4a3b-bfe4-0159adbf17ce,2750,3174710055959405,06,2026,39b911f1-8217-449d-916f-a4ddc2d1e9f7,james4229@example.com,Houston,USA,New York,68904,James Williams
2945,31a4b18f-a931-4a3b-bfe4-0159adbf17ce,1039,3174710055959405,06,2026,39b911f1-8217-449d-916f-a4ddc2d1e9f7,james4229@example.com,Houston,USA,New York,68904,James Williams
2946,d2bbe0fb-7149-4a0c-8661-50b5a1da421e,7603,7721420436250065,03,2023,30f74a10-a268-4f03-9f70-8e18a8f5820c,mary9716@example.com,Phoenix,USA,California,94654,Mary Smith
2947,c004d198-aa50-4a21-91ed-c1610b387587,5944,2238914776983299,07,2030,fb56c0e0-db37-4429-8e78-5a1c89cf40ad,jennifer2698@example.com,Chicago,USA,Florida,78001,Jennifer Williams
2948,32a05d6a-0b65-4810-a087-18760e694b89,5832,4349029607826528,04,2026,a097f934-e3b8-4f80-bfe5-4ff08213c965,michael3130@example.com,Houston,USA,California,78609,Michael Rodriguez
2949,64beb03b-5838-4c65-9845-1e01230dad4c,7605,7018998208630083,06,2027,e09e4f60-906f-4585-91c1-b2f77df39d3b,elizabeth8543@example.com,Phoenix,USA,Illinois,54857,Elizabeth Davis
2950,4db0885f-0145-42b3-887a-dc55451bf453,7597,0249022655146664,12,2025,e495ff69-4aaa-498a-add8-0e77dc8f34ca,mary3464@example.com,Chicago,USA,Florida,82612,Mary Davis
2951,9d13fcdb-01c0-4a25-a80e-65898d559b4d,2834,8813017868062101,11,2023,cb8fada9-9e99-44fe-a33c-6df90a9082a5,john9788@example.com,Phoenix,USA,Texas,16248,John Garcia
2952,ffca591b-95ae-4879-8de4-a00caffb6611,3687,2745735766397430,01,2027,1ccb7e6e-6df3-444c-a9c3-4068b48a2b73,elizabeth8785@example.com,Los Angeles,USA,Illinois,40006,Elizabeth Rodriguez
2953,b894f66b-ad82-4737-879f-18c0b5f637bb,2624,8822292593353796,05,2023,7ffe3231-207b-431e-9387-7aeeea6d4f3a,james7672@example.com,Houston,USA,Illinois,34381,James Rodriguez
2954,200c12cf-1791-4a20-baaf-4842a30a113a,8497,4762706166373704,03,2029,928e0d81-55fa-41e8-a86e-96f9afd04071,james2628@example.com,Los Angeles,USA,Illinois,99979,James Williams
2955,a56fd229-6e1b-4200-94bf-3d4bf66ce9fb,8123,8341077397709247,04,2025,ac34f287-6d4e-464b-94be-ced359faeaf0,michael6825@example.com,Chicago,USA,California,41377,Michael Williams
2956,d0d57f56-6d36-4154-86c3-6e9dc0be91b2,8866,3806061057482419,08,2023,16eec192-9b00-4195-9189-2d6a68af24d1,robert2348@example.com,Los Angeles,USA,California,24224,Robert Martinez
2957,ad70e221-27bd-48c4-af72-6d93625f8ab9,3750,4124088986815122,07,2027,01809b2b-0bd9-42ea-9093-c3b91301a39a,elizabeth2487@example.com,Phoenix,USA,Texas,61335,Elizabeth Jones
2958,1e0017c0-01ae-4f9e-ab5a-33391e02fef6,1562,7185043912209361,04,2029,56dd3b63-4493-4bad-8fae-5ed11ae489b9,mary9317@example.com,Los Angeles,USA,Texas,60632,Mary Rodriguez
